genus,species,subspecies,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,elevationAccuracy,year,gbifID,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,house_number,road,county,state,ISO3166-2-lvl4,postcode,country,country_code,boundingbox,neighbourhood,village,municipality,amenity,hamlet,city,town,building,locality,natural,tourism,ISO3166-2-lvl6,region,leisure,suburb,residential,state_district,man_made,highway,city_district,landuse,township,ISO3166-2-lvl3,isolated_dwelling,shop,ISO3166-2-lvl7,historic,quarter,farm,industrial,farmyard,military,ISO3166-2-lvl5,borough,railway,retail,emergency,healthcare,place,aeroway,office,club,commercial
Sarracenia,purpurea,purpurea,46.089398,-69.59913,27063,NA,NA,2021,3337416132,"T5 R14 WELS, Piscataquis County, Maine, United States",299110625,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,12253301,46.0801072,-69.53550782272303,NA,NA,Piscataquis County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5 R14 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.00341,-89.322602,27063,NA,NA,2021,3335422203,"West Hunter Lake Road, Town of Conover, Vilas County, Wisconsin, 54519, United States",109379540,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21640562,46.000946,-89.324535,NA,West Hunter Lake Road,Vilas County,Wisconsin,US-WI,54519,United States,us,,NA,Town of Conover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.100633,-90.194745,27063,NA,NA,2021,3333292861,"Town of Mercer, Iron County, Wisconsin, United States",109144019,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21488084,46.102197,-90.191926,NA,NA,Iron County,Wisconsin,US-WI,NA,United States,us,,NA,Town of Mercer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.11027,-89.95956,27063,NA,NA,2021,3330771791,"Town of Sherman, Iron County, Wisconsin, United States",299489891,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,8353658,46.0476549,-90.1144797766952,NA,NA,Iron County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Sherman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.187547,-68.696708,27063,NA,NA,2021,3325478154,"Huber Road, T6 R7 WELS, Penobscot County, Maine, United States",103688476,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11467063,46.18255803836686,-68.69982723732731,NA,Huber Road,Penobscot County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6 R7 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.019251,-89.06246,27063,NA,NA,2021,3090790274,"Town of Phelps, Vilas County, Wisconsin, 54554, United States",109347284,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21616820,46.021227,-89.057254,NA,NA,Vilas County,Wisconsin,US-WI,54554,United States,us,,NA,Town of Phelps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.160477,-78.413622,27063,NA,NA,2019,3090596572,"Papineau-Cameron Township, Nipissing District, Northeastern Ontario, Ontario, P0H 1V0, Canada",298811381,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7351752,46.196225,-78.47498362780367,NA,NA,Nipissing District,Ontario,CA-ON,P0H 1V0,Canada,ca,,NA,NA,NA,NA,NA,Papineau-Cameron Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northeastern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.073338,-89.733101,27063,NA,NA,2017,3039162188,"Darren Dr, Town of Boulder Junction, Vilas County, Wisconsin, United States",109492107,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21620534,46.073646266347474,-89.73635755731176,NA,Darren Dr,Vilas County,Wisconsin,US-WI,NA,United States,us,,NA,NA,NA,NA,Town of Boulder Junction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.037002,-89.403186,27063,NA,NA,2020,2868373669,"Fur Farm Road, Town of Plum Lake, Vilas County, Wisconsin, 54560, United States",109227043,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21636760,46.0360214073672,-89.40686640611514,NA,Fur Farm Road,Vilas County,Wisconsin,US-WI,54560,United States,us,,NA,NA,Town of Plum Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.14923,-69.181932,27063,NA,NA,2020,2826460471,"T6 R11 WELS, Piscataquis County, Maine, United States",299420676,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,12253291,46.170597650000005,-69.15104217216845,NA,NA,Piscataquis County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6 R11 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.059716,-89.253517,27063,NA,NA,2020,2826184173,"Conover-Phelps Trail, Town of Conover, Vilas County, Wisconsin, 54519, United States",346011100,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,702373874,46.058735928946255,-89.25355996287797,NA,Conover-Phelps Trail,Vilas County,Wisconsin,US-WI,54519,United States,us,,NA,Town of Conover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.130857,-65.38352,27063,NA,NA,2020,2818757752,"Brunswick Parish, Queens County, New Brunswick / Nouveau-Brunswick, Canada",298833820,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9672512,46.06987635,-65.55548343892639,NA,NA,Brunswick Parish,New Brunswick / Nouveau-Brunswick,CA-NB,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.004184,-86.60331,27063,NA,NA,2020,2634487024,"FS 2410, Garden Township, Delta County, Michigan, United States",107087024,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,17783149,45.9994496,-86.6048345,NA,FS 2410,Delta County,Michigan,US-MI,NA,United States,us,,NA,NA,Garden Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.034246,-90.879683,27063,NA,NA,2020,2634096790,"Town of Chippewa, Ashland County, Wisconsin, United States",298926125,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,8405314,46.02813735,-90.70617881725548,NA,NA,Ashland County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Chippewa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.049364,-67.833339,27063,NA,NA,2015,2596098468,"Hodgdon, Aroostook County, Maine, United States",299083784,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,12218650,46.0539429,-67.8666846,NA,NA,Aroostook County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,Hodgdon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.099831,-84.519661,27063,NA,NA,2019,2422935210,"East Simmons Road, Simmons, Marquette Township, Mackinac County, Michigan, United States",107391960,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,17877581,46.096161982808745,-84.51982298062283,NA,East Simmons Road,Mackinac County,Michigan,US-MI,NA,United States,us,,NA,NA,Marquette Township,NA,Simmons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.15551,-77.544656,27063,NA,NA,2019,2397665463,"Sheenboro, Pontiac (MRC), Outaouais, Québec, J0X 2Z0, Canada",298548269,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7045546,45.963322,-77.225304,NA,NA,Pontiac (MRC),Québec,CA-QC,J0X 2Z0,Canada,ca,,NA,NA,NA,NA,Sheenboro,NA,NA,NA,NA,NA,NA,NA,Outaouais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.074203,-89.4083,27063,NA,NA,2019,2269289123,"Town of Plum Lake, Vilas County, Wisconsin, United States",298737317,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,8359696,46.047847399999995,-89.49130116558021,NA,NA,Vilas County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Plum Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.03296,-89.335759,27063,NA,NA,2015,1978852774,"Jacoby Road, Town of Conover, Vilas County, Wisconsin, 54519, United States",109441082,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21633073,46.02863096418082,-89.3369070315985,NA,Jacoby Road,Vilas County,Wisconsin,US-WI,54519,United States,us,,NA,Town of Conover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.02831,-84.531948,27063,NA,NA,2012,1946329541,"Marquette Township, Mackinac County, Michigan, United States",298903786,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405887,46.06409445,-84.55065394569212,NA,NA,Mackinac County,Michigan,US-MI,NA,United States,us,,NA,NA,Marquette Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.081462,-85.026684,27063,NA,NA,2011,1890721467,"Moran Township, Mackinac County, Michigan, United States",97471919,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9499530642,46.0268836,-85.0467823,NA,NA,Mackinac County,Michigan,US-MI,NA,United States,us,,NA,NA,Moran Township,NA,NA,NA,Moran Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.146117,-85.169554,27063,NA,NA,2011,1890721428,"Hendricks Township, Mackinac County, Michigan, United States",107271806,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,17872145,46.14774765048894,-85.169247648392,NA,NA,Mackinac County,Michigan,US-MI,NA,United States,us,,NA,NA,Hendricks Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.100467,-85.141304,27063,NA,NA,2011,1890721422,"Hendricks Township, Mackinac County, Michigan, United States",298883625,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405874,46.12982725,-85.17487458129065,NA,NA,Mackinac County,Michigan,US-MI,NA,United States,us,,NA,NA,Hendricks Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.194406,-81.305715,27063,NA,NA,2018,1880551920,"Killarney, Sudbury District, Northeastern Ontario, Ontario, Canada",298927723,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7555519,45.971197,-81.513062,NA,NA,Sudbury District,Ontario,CA-ON,NA,Canada,ca,,NA,Killarney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northeastern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.189929,-85.052567,27063,NA,NA,2018,1850967156,"32847, Trout Lake Road, Trout Lake Township, Chippewa County, Michigan, 49780, United States",329795770,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,17762044,46.18993867906657,-85.05256461746632,32847,Trout Lake Road,Chippewa County,Michigan,US-MI,49780,United States,us,,NA,Trout Lake Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.174191,-90.917889,27063,NA,NA,2018,1848784869,"Dump Road, Town of Gordon, Ashland County, Wisconsin, 54517, United States",344968422,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21418181,46.1725516,-90.9168636,NA,Dump Road,Ashland County,Wisconsin,US-WI,54517,United States,us,,NA,NA,Town of Gordon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.14929,-91.193821,27063,NA,NA,2009,1837084532,"Rock Lake Fire Lane, Town of Spider Lake, Sawyer County, Wisconsin, United States",109546466,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21603489,46.15059459001529,-91.19359529181021,NA,Rock Lake Fire Lane,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Spider Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.064203,-91.083788,27063,NA,NA,2017,1668888859,"Town of Round Lake, Sawyer County, Wisconsin, United States",298798946,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9175365,46.02627245,-91.1127532503431,NA,NA,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Round Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.07718,-91.047312,27063,NA,NA,2017,1668888446,"Town of Spider Lake, Sawyer County, Wisconsin, United States",109244132,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21587642,46.077645,-91.045867,NA,NA,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Spider Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.080437,-91.453463,27063,NA,NA,2017,1571151807,"Town of Lenroot, Sawyer County, Wisconsin, United States",109136236,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21593270,46.076313,-91.45181,NA,NA,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Lenroot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.035524,-91.169884,27063,NA,NA,2017,1571148207,"Town of Round Lake, Sawyer County, Wisconsin, United States",109344404,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21592187,46.037444,-91.169038,NA,NA,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Round Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.174279,-91.373022,27063,NA,NA,2015,1253298273,"Town of Cable, Bayfield County, Wisconsin, 54821, United States",298767004,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9187175,46.1878674,-91.30107358422205,NA,NA,Bayfield County,Wisconsin,US-WI,54821,United States,us,,NA,NA,Town of Cable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.049166,-91.413458,27063,NA,NA,2014,1024185622,"West Nordic Lane, Town of Lenroot, Sawyer County, Wisconsin, 54843, United States",109303372,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21587702,46.0505309,-91.4096939,NA,West Nordic Lane,Sawyer County,Wisconsin,US-WI,54843,United States,us,,NA,NA,Town of Lenroot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.081905,-91.448137,27063,NA,NA,2014,1024185601,"North Gerlach Road, Town of Lenroot, Sawyer County, Wisconsin, 54843, United States",108879500,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21602578,46.0805047,-91.4473597,NA,North Gerlach Road,Sawyer County,Wisconsin,US-WI,54843,United States,us,,NA,NA,Town of Lenroot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.0474,-91.05492,27063,NA,NA,2011,899945345,"Town of Round Lake, Sawyer County, Wisconsin, United States",298798946,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9175365,46.02627245,-91.1127532503431,NA,NA,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Round Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.907036,-89.038037,27079,NA,NA,2017,1562973054,"Hidden Lakes Trail, Town of Hiles, Forest County, Wisconsin, United States",342766389,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1081281497,45.90703142999689,-89.03802356466444,NA,Hidden Lakes Trail,Forest County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Hiles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.973699,-89.497492,27079,NA,NA,2016,1291105812,"2551, Birchwood Spring Drive, Town of Saint Germain, Vilas County, Wisconsin, 54558, United States",327312783,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21641203,45.973720937234035,-89.49753991330168,2551,Birchwood Spring Drive,Vilas County,Wisconsin,US-WI,54558,United States,us,,NA,NA,Town of Saint Germain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.848119,-68.873478,27079,NA,NA,2016,1291101609,"Roaring Brook Road, T2 R9 WELS, Piscataquis County, Maine, United States",103454715,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11479691,45.84816131291957,-68.87354374041178,NA,Roaring Brook Road,Piscataquis County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T2 R9 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.932525,-89.16022,27079,NA,NA,2009,1253315530,"West Carpenter Lake Road, Town of Washington, Vilas County, Wisconsin, 54521, United States",109247774,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21645651,45.93476119251225,-89.1572608617164,NA,West Carpenter Lake Road,Vilas County,Wisconsin,US-WI,54521,United States,us,,NA,NA,Town of Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.886905,-76.036782,27095,NA,NA,2022,3966419044,"Véloroute des Draveurs, Venosta, Low, La Vallée-de-la-Gatineau, Outaouais, Québec, J0X 2C0, Canada",215997224,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,503083110,45.8886123794006,-76.03285731552975,NA,Véloroute des Draveurs,La Vallée-de-la-Gatineau,Québec,CA-QC,J0X 2C0,Canada,ca,,NA,Low,NA,NA,Venosta,NA,NA,NA,NA,NA,NA,NA,Outaouais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.846713,-68.27404,27095,NA,NA,2022,3963375069,"T3 R4 WELS, Aroostook County, Maine, United States",103912049,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11383202,45.84547515153437,-68.2748876062003,NA,NA,Aroostook County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T3 R4 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,45.930439,-84.767633,27095,NA,NA,2022,3960982207,"Saint Ignace Township, Mackinac County, Michigan, United States",299132263,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405881,46.02764125,-84.7348568809418,NA,NA,Mackinac County,Michigan,US-MI,NA,United States,us,,NA,NA,Saint Ignace Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.814397,-84.645008,27095,NA,NA,2022,3947572748,"Michigan, United States",297538659,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,165789,43.6211955,-84.6824346,NA,NA,NA,Michigan,US-MI,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,45.984119,-84.792042,27095,NA,NA,2022,3947341544,"Brevort Township, Mackinac County, Michigan, 49760, United States",299008621,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405880,46.04980449999999,-84.85239414183297,NA,NA,Mackinac County,Michigan,US-MI,49760,United States,us,,NA,NA,Brevort Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
